Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
female,group B,high school,standard,none,82,91,87
female,group D,associate's degree,free/reduced,none,57,62,65
female,group D,associate's degree,standard,none,64,69,64
female,group B,high school,standard,none,55,64,56
female,group C,some high school,standard,none,55,63,57
female,group C,some college,standard,none,73,80,73
female,group B,some college,standard,none,70,81,77
female,group D,associate's degree,standard,completed,68,76,83
male,group C,associate's degree,standard,completed,75,72,80
female,group C,some college,free/reduced,none,36,37,37
male,group D,high school,standard,none,95,79,84
male,group C,master's degree,standard,completed,85,81,81
male,group D,some college,standard,none,49,29,34
female,group E,some college,standard,none,60,68,65
male,group D,some college,standard,completed,97,99,98
male,group E,high school,standard,completed,79,78,77
female,group B,high school,free/reduced,none,38,52,48
male,group B,some college,free/reduced,none,60,64,58
female,group C,high school,standard,none,34,47,38
female,group D,some high school,standard,completed,83,98,100
female,group C,high school,standard,none,52,59,55
male,group E,associate's degree,free/reduced,completed,74,70,69
male,group D,some college,free/reduced,completed,64,69,66
male,group E,some high school,standard,none,83,73,72
male,group E,associate's degree,free/reduced,none,88,81,70
male,group C,some college,standard,none,68,52,51
male,group B,some college,free/reduced,none,73,65,65
female,group C,high school,free/reduced,none,58,65,62
female,group C,some college,standard,none,62,63,61
male,group B,master's degree,free/reduced,completed,61,67,55
female,group E,bachelor's degree,standard,none,80,86,84
female,group C,associate's degree,standard,none,64,75,73
male,group B,associate's degree,free/reduced,none,60,58,52
male,group B,some high school,standard,none,69,69,63
male,group D,master's degree,standard,completed,76,73,73
male,group C,some high school,free/reduced,completed,79,70,69
female,group D,high school,standard,completed,95,100,100
female,group C,master's degree,standard,completed,82,96,94
male,group C,high school,standard,none,91,85,85
male,group B,some high school,free/reduced,none,54,61,55
female,group B,some college,standard,none,74,92,87
male,group B,some high school,standard,none,47,53,42
male,group D,some college,standard,completed,65,67,71
male,group D,associate's degree,standard,none,67,60,59
male,group D,master's degree,standard,none,81,77,71
male,group A,high school,standard,none,77,68,64
male,group A,some college,standard,completed,69,65,65
female,group E,high school,standard,none,65,73,68
male,group E,some high school,free/reduced,none,76,73,64
male,group D,some college,standard,none,75,62,58
male,group D,bachelor's degree,free/reduced,completed,70,55,61
male,group C,some high school,standard,none,48,47,45
male,group D,associate's degree,standard,none,46,44,38
male,group B,some college,free/reduced,none,41,47,46
female,group C,some high school,free/reduced,none,43,57,51
male,group B,associate's degree,standard,completed,72,70,73
female,group D,associate's degree,free/reduced,none,68,78,74
male,group B,some high school,standard,none,84,83,79
male,group D,high school,standard,none,68,66,59
male,group C,some high school,standard,none,86,83,76
male,group C,some high school,free/reduced,none,52,48,51
female,group B,high school,standard,completed,75,89,80
female,group C,bachelor's degree,free/reduced,completed,75,84,91
male,group E,master's degree,standard,none,80,78,74
female,group A,some college,free/reduced,completed,49,57,58
male,group D,some high school,standard,none,89,92,83
female,group B,high school,standard,completed,71,76,78
male,group C,high school,standard,completed,72,68,70
male,group C,master's degree,free/reduced,none,63,61,56
male,group C,associate's degree,free/reduced,none,68,71,68
female,group C,associate's degree,free/reduced,none,59,68,73
male,group D,associate's degree,standard,none,65,57,59
male,group C,high school,standard,completed,66,56,51
female,group B,some high school,standard,none,52,63,58
female,group D,master's degree,standard,none,60,57,64
female,group D,master's degree,standard,completed,83,90,99
female,group B,some college,standard,none,61,70,67
male,group E,associate's degree,standard,none,85,76,73
male,group B,some college,free/reduced,completed,73,77,69
female,group B,high school,standard,none,63,74,75
male,group C,high school,standard,none,74,72,66
male,group C,high school,free/reduced,none,59,61,58
female,group D,some high school,free/reduced,none,66,73,71
female,group C,master's degree,standard,completed,77,96,93
male,group E,high school,standard,none,96,85,81
male,group C,some college,standard,completed,75,68,65
female,group B,some high school,free/reduced,completed,33,41,46
female,group C,high school,free/reduced,none,39,55,48
female,group C,some college,free/reduced,completed,52,67,64
male,group C,associate's degree,free/reduced,completed,85,89,86
male,group B,associate's degree,standard,completed,70,64,62
male,group A,some college,free/reduced,completed,56,61,61
female,group A,high school,free/reduced,none,66,82,81
female,group B,high school,standard,completed,46,60,60
female,group B,some college,standard,completed,87,100,99
male,group B,some college,standard,none,54,42,40
female,group D,high school,standard,none,58,63,69
female,group C,some high school,standard,completed,69,69,77
female,group C,associate's degree,standard,none,65,75,69
male,group B,some high school,free/reduced,none,38,39,39
female,group B,some college,standard,completed,82,94,94
male,group C,associate's degree,free/reduced,none,69,67,64
female,group B,bachelor's degree,free/reduced,none,42,48,46
female,group C,some high school,standard,none,56,64,64
male,group C,bachelor's degree,free/reduced,none,50,54,40
male,group E,some college,free/reduced,completed,85,90,87
female,group A,some college,standard,none,50,56,56
female,group C,some college,standard,completed,76,83,82
female,group B,associate's degree,free/reduced,none,37,56,55
female,group A,some college,free/reduced,completed,36,45,48
male,group C,master's degree,standard,none,69,73,76
male,group C,associate's degree,free/reduced,none,64,70,66
male,group B,some high school,standard,completed,85,77,78
male,group B,high school,standard,none,51,52,46
male,group D,bachelor's degree,standard,completed,83,80,86
male,group E,associate's degree,standard,none,86,77,75
male,group C,some high school,standard,none,84,88,74
male,group E,bachelor's degree,standard,none,90,76,71
female,group E,high school,standard,completed,79,80,79
female,group D,some college,standard,completed,75,84,83
female,group B,high school,standard,completed,89,99,100
male,group D,some college,free/reduced,completed,52,49,56
male,group E,high school,standard,completed,100,98,95
male,group D,some high school,standard,none,77,61,59
female,group B,bachelor's degree,standard,none,45,53,57
male,group A,bachelor's degree,free/reduced,none,44,45,41
female,group A,associate's degree,standard,completed,75,91,100
female,group D,master's degree,standard,none,88,95,100
female,group A,bachelor's degree,standard,none,51,62,56
female,group D,some high school,standard,completed,67,70,67
male,group E,bachelor's degree,standard,none,88,80,76
female,group D,some college,free/reduced,none,43,65,60
male,group C,bachelor's degree,standard,completed,89,82,83
female,group C,associate's degree,free/reduced,completed,45,70,68
male,group A,associate's degree,standard,completed,68,71,69
male,group D,some high school,standard,completed,81,81,84
female,group D,associate's degree,standard,none,78,79,86
female,group E,some college,standard,none,83,88,86
female,group E,high school,standard,none,94,90,84
male,group C,master's degree,free/reduced,none,63,61,60
male,group B,high school,free/reduced,completed,62,64,60
male,group D,some college,standard,none,80,73,72
female,group D,high school,standard,none,52,67,56
female,group B,some college,standard,completed,52,59,62
female,group C,some college,standard,none,46,51,50
male,group B,some college,standard,none,66,69,67
male,group B,associate's degree,free/reduced,none,48,41,39
male,group C,bachelor's degree,free/reduced,none,63,61,50
female,group B,some college,free/reduced,none,33,38,37
female,group C,some college,free/reduced,none,53,52,53
female,group C,some high school,free/reduced,none,45,50,52
male,group C,some high school,standard,none,65,60,56
female,group A,master's degree,free/reduced,none,77,83,77
female,group C,some college,free/reduced,completed,60,71,80
male,group C,associate's degree,free/reduced,none,62,57,59
female,group D,high school,free/reduced,none,59,79,72
female,group D,associate's degree,free/reduced,none,65,64,66
female,group C,high school,free/reduced,none,24,36,32
male,group D,associate's degree,free/reduced,none,68,61,60
male,group B,high school,standard,completed,88,88,85
male,group D,associate's degree,standard,completed,81,78,81
male,group C,some high school,standard,none,55,62,51
female,group C,master's degree,free/reduced,completed,42,58,60
male,group A,high school,standard,none,78,64,67
male,group C,associate's degree,standard,none,65,58,55
female,group E,bachelor's degree,standard,none,95,100,100
male,group C,high school,free/reduced,completed,89,86,84
female,group E,high school,free/reduced,completed,66,82,74
female,group B,some high school,standard,none,32,38,36
female,group C,some college,free/reduced,none,41,63,66
female,group C,high school,standard,none,64,64,59
female,group E,some high school,free/reduced,none,61,69,67
female,group E,high school,standard,none,51,57,51
male,group E,some college,standard,none,61,47,46
male,group A,some high school,free/reduced,none,59,62,56
female,group C,high school,standard,none,64,67,68
male,group C,associate's degree,free/reduced,none,66,69,65
female,group C,some college,standard,completed,70,78,82
male,group C,high school,standard,none,67,66,65
female,group C,associate's degree,free/reduced,none,52,67,68
male,group A,some high school,free/reduced,none,49,49,38
male,group C,bachelor's degree,standard,completed,81,81,81
female,group B,associate's degree,standard,completed,53,63,64
female,group C,some high school,standard,completed,71,97,97
male,group C,high school,standard,none,47,41,36
female,group B,bachelor's degree,standard,completed,84,100,97
male,group C,bachelor's degree,standard,none,66,66,64
male,group E,associate's degree,standard,none,74,77,70
female,group E,some high school,free/reduced,none,70,74,74
female,group B,associate's degree,free/reduced,none,19,41,34
female,group C,master's degree,standard,none,27,36,38
female,group D,associate's degree,free/reduced,completed,80,82,91
female,group C,some high school,standard,completed,58,73,71
male,group D,some high school,free/reduced,none,63,61,57
female,group D,bachelor's degree,standard,completed,70,95,96
female,group B,high school,free/reduced,none,45,59,57
male,group B,associate's degree,free/reduced,none,58,57,59
male,group C,some college,standard,completed,76,75,70
female,group E,some high school,standard,none,77,85,82
female,group D,associate's degree,free/reduced,completed,79,94,100
male,group D,some college,standard,none,92,90,84
male,group E,high school,standard,none,81,75,68
male,group B,some high school,standard,completed,66,68,68
male,group C,bachelor's degree,standard,none,64,59,61
male,group D,some high school,free/reduced,completed,64,70,71
female,group C,bachelor's degree,free/reduced,completed,78,80,81
male,group A,associate's degree,standard,none,71,67,69
female,group C,some high school,standard,none,41,46,41
female,group D,some college,standard,none,68,79,81
male,group D,bachelor's degree,standard,none,95,95,92
female,group D,some high school,standard,completed,33,46,46
female,group D,associate's degree,free/reduced,none,46,59,59
male,group C,bachelor's degree,free/reduced,none,69,58,60
male,group E,bachelor's degree,standard,completed,83,81,83
female,group B,associate's degree,standard,completed,68,67,75
female,group B,some high school,standard,completed,67,74,75
male,group C,master's degree,standard,none,66,65,62
female,group C,some high school,standard,none,66,73,70
female,group C,some college,standard,none,60,71,70
female,group C,some high school,standard,completed,88,85,89
female,group D,some college,free/reduced,none,63,73,67
male,group E,some high school,free/reduced,none,65,64,64
female,group E,associate's degree,free/reduced,none,67,68,70
female,group A,bachelor's degree,standard,none,57,60,57
female,group C,some high school,free/reduced,none,47,50,50
female,group E,associate's degree,free/reduced,none,49,62,59
male,group C,some high school,standard,none,78,70,71
female,group C,some college,free/reduced,none,60,72,70
female,group C,associate's degree,standard,none,68,79,74
female,group D,some college,standard,none,51,55,57
female,group B,some college,standard,none,64,76,75
female,group B,associate's degree,free/reduced,none,46,64,57
male,group B,associate's degree,standard,none,64,59,53
female,group D,bachelor's degree,free/reduced,none,58,76,69
female,group E,some high school,standard,completed,88,99,92
female,group D,high school,standard,none,56,66,63
male,group D,high school,free/reduced,completed,81,76,83
male,group D,associate's degree,standard,completed,69,77,77
female,group B,bachelor's degree,standard,none,54,70,68
male,group C,associate's degree,free/reduced,completed,52,61,57
female,group B,some college,standard,completed,78,82,83
male,group B,some high school,standard,none,74,66,59
male,group C,high school,free/reduced,none,56,58,59
female,group B,some college,free/reduced,none,49,63,59
male,group B,high school,standard,none,91,79,77
female,group B,some high school,free/reduced,none,56,58,58
male,group C,some high school,free/reduced,completed,60,73,66
female,group D,some high school,standard,completed,92,98,100
male,group E,associate's degree,free/reduced,none,68,65,62
female,group C,high school,standard,none,73,90,88
male,group D,associate's degree,standard,none,53,44,49
male,group D,high school,free/reduced,none,54,55,50
male,group D,bachelor's degree,standard,none,70,70,76
female,group E,associate's degree,free/reduced,none,77,65,66
male,group B,bachelor's degree,standard,none,70,61,61
female,group B,bachelor's degree,standard,completed,69,81,86
female,group C,some high school,standard,none,43,48,50
female,group D,bachelor's degree,standard,completed,49,63,62
female,group D,associate's degree,standard,none,88,100,100
male,group C,master's degree,free/reduced,completed,85,82,77
male,group D,bachelor's degree,standard,none,85,85,80
male,group D,high school,standard,none,65,64,57
female,group D,some high school,free/reduced,none,48,59,62
female,group C,high school,free/reduced,none,65,71,66
female,group C,some high school,standard,none,69,76,72
female,group D,associate's degree,standard,none,72,86,84
male,group C,bachelor's degree,standard,none,66,68,70
male,group C,associate's degree,standard,none,93,78,80
male,group C,associate's degree,standard,none,59,48,51
female,group C,master's degree,free/reduced,completed,42,63,62
male,group D,some high school,free/reduced,completed,41,50,48
male,group D,high school,standard,none,67,64,57
male,group B,bachelor's degree,standard,none,70,56,56
female,group E,bachelor's degree,free/reduced,none,63,65,62
female,group A,bachelor's degree,standard,none,57,70,68
male,group C,some high school,standard,completed,60,61,63
female,group C,some college,standard,none,80,85,84
male,group C,some college,free/reduced,none,64,61,55
female,group C,some college,standard,completed,90,95,99
male,group E,bachelor's degree,free/reduced,completed,94,86,88
female,group C,bachelor's degree,standard,none,63,67,67
male,group B,high school,standard,completed,51,41,41
female,group B,associate's degree,free/reduced,completed,55,72,76
female,group D,associate's degree,free/reduced,none,37,48,55
male,group D,high school,standard,none,68,61,60
female,group A,associate's degree,standard,completed,71,77,81
female,group A,some college,free/reduced,completed,61,70,72
female,group C,master's degree,free/reduced,completed,70,86,88
female,group B,some college,standard,completed,52,61,65
female,group C,some college,free/reduced,none,48,57,57
female,group C,master's degree,standard,completed,68,86,85
male,group D,some college,standard,none,77,83,77
male,group B,bachelor's degree,free/reduced,none,45,55,54
female,group E,some college,standard,none,54,68,65
female,group E,some college,standard,none,74,72,77
female,group C,associate's degree,free/reduced,none,70,92,84
female,group B,high school,standard,none,45,55,49
female,group D,bachelor's degree,standard,none,54,66,70
female,group C,some college,standard,completed,79,86,84
female,group E,some high school,standard,none,84,86,77
male,group B,some high school,standard,completed,81,78,75
female,group E,master's degree,free/reduced,completed,58,73,77
male,group A,master's degree,standard,completed,77,81,80
male,group C,some college,free/reduced,none,76,71,71
female,group A,some college,standard,none,62,75,73
female,group E,some college,standard,none,77,84,85
male,group D,master's degree,standard,none,85,77,76
male,group E,associate's degree,free/reduced,completed,86,74,77
female,group C,associate's degree,free/reduced,none,52,66,59
male,group B,bachelor's degree,standard,completed,84,82,83
female,group A,some high school,standard,none,71,75,73
male,group E,master's degree,standard,none,66,50,59
male,group D,bachelor's degree,standard,none,84,81,87
female,group D,associate's degree,standard,completed,86,99,100
female,group C,associate's degree,standard,none,47,61,54
female,group B,some high school,standard,none,61,68,64
male,group B,some high school,free/reduced,none,71,76,67
female,group B,some high school,standard,none,46,52,52
male,group D,master's degree,standard,none,97,100,96
male,group C,some college,standard,completed,83,75,71
female,group C,high school,free/reduced,none,77,81,82
female,group D,bachelor's degree,free/reduced,completed,71,90,90
female,group A,high school,free/reduced,completed,53,76,77
male,group D,high school,standard,none,62,63,61
female,group C,some high school,standard,completed,73,75,83
female,group E,high school,standard,none,52,57,52
female,group D,associate's degree,free/reduced,completed,54,55,63
male,group B,some college,standard,none,68,66,61
male,group C,associate's degree,standard,none,42,50,48
female,group C,some high school,standard,none,36,50,41
male,group A,associate's degree,standard,none,72,72,67
male,group D,some high school,standard,completed,57,63,55
female,group E,some college,free/reduced,completed,72,87,88
female,group D,some high school,standard,completed,60,76,74
female,group E,associate's degree,standard,none,82,80,85
female,group B,associate's degree,standard,completed,77,90,91
male,group B,some college,free/reduced,none,78,81,72
female,group D,some high school,standard,completed,71,78,83
male,group E,some high school,standard,none,76,66,62
male,group B,bachelor's degree,standard,none,70,72,64
male,group A,high school,free/reduced,completed,77,90,81
male,group D,master's degree,free/reduced,completed,71,60,66
female,group E,high school,standard,none,80,85,82
female,group D,high school,free/reduced,none,44,63,58
female,group C,bachelor's degree,standard,completed,56,71,70
female,group A,high school,free/reduced,none,39,54,46
female,group D,some high school,standard,none,60,69,65
female,group E,high school,standard,none,81,77,78
male,group B,bachelor's degree,standard,none,60,53,50
male,group B,some high school,standard,none,52,55,50
male,group E,some college,free/reduced,none,69,68,64
male,group C,some college,standard,none,73,66,68
male,group D,high school,standard,none,61,62,57
female,group D,high school,standard,none,32,32,35
female,group E,high school,standard,none,61,70,68
female,group E,high school,free/reduced,none,64,60,59
female,group D,some college,standard,none,73,84,78
male,group D,associate's degree,standard,none,63,65,61
female,group C,associate's degree,standard,completed,51,60,55
female,group C,bachelor's degree,standard,completed,83,92,91
male,group E,master's degree,standard,completed,73,63,69
female,group B,some college,standard,none,59,65,68
male,group C,associate's degree,free/reduced,none,71,64,64
female,group B,some college,free/reduced,none,33,53,55
female,group B,associate's degree,standard,none,76,75,80
male,group C,high school,standard,completed,65,65,68
male,group B,some high school,standard,none,59,55,55
male,group C,associate's degree,standard,none,78,80,74
female,group A,master's degree,standard,completed,89,100,100
female,group D,high school,free/reduced,none,49,61,59
male,group D,high school,standard,completed,75,64,69
female,group C,associate's degree,standard,completed,73,84,86
male,group C,high school,free/reduced,none,17,22,15
male,group D,some high school,standard,none,75,74,68
female,group E,some high school,standard,none,61,50,49
female,group D,high school,free/reduced,completed,65,75,78
female,group C,some college,standard,completed,61,73,77
male,group C,associate's degree,standard,completed,80,78,78
male,group C,master's degree,free/reduced,none,87,79,80
female,group D,high school,standard,none,66,72,72
female,group D,high school,standard,none,64,65,72
male,group D,associate's degree,standard,none,71,70,66
male,group C,some college,free/reduced,completed,82,86,82
female,group C,associate's degree,standard,none,30,46,45
male,group D,some high school,standard,none,64,56,61
male,group E,high school,free/reduced,none,53,52,48
male,group E,high school,free/reduced,none,86,67,65
male,group C,some college,standard,completed,96,93,98
female,group C,bachelor's degree,free/reduced,none,69,73,75
female,group E,high school,standard,completed,88,90,89
male,group C,high school,standard,none,67,62,62
female,group D,associate's degree,standard,none,72,74,76
female,group D,some high school,free/reduced,none,63,69,69
male,group B,associate's degree,standard,completed,64,61,59
female,group A,high school,standard,none,70,64,61
male,group D,some college,standard,completed,83,77,80
male,group E,some college,free/reduced,none,73,63,60
female,group B,bachelor's degree,free/reduced,none,44,52,56
male,group C,some college,standard,completed,75,73,76
male,group D,some college,standard,none,68,60,58
female,group E,some college,standard,completed,79,85,81
female,group D,some high school,standard,none,44,49,45
female,group D,associate's degree,standard,none,68,64,72
male,group D,bachelor's degree,free/reduced,none,63,65,65
male,group C,high school,standard,none,70,70,70
female,group D,bachelor's degree,standard,none,91,98,100
female,group D,some college,standard,none,46,44,52
male,group C,associate's degree,standard,none,79,69,65
female,group A,high school,free/reduced,none,54,62,55
female,group C,bachelor's degree,standard,completed,87,97,99
female,group A,some college,standard,none,70,76,80
male,group C,high school,standard,completed,66,64,58
female,group C,bachelor's degree,standard,none,55,63,60
female,group D,some high school,free/reduced,none,43,57,53
female,group C,associate's degree,standard,none,66,68,66
male,group C,some college,standard,none,65,67,63
male,group B,associate's degree,standard,completed,68,74,71
male,group C,some college,free/reduced,none,64,60,59
male,group D,associate's degree,free/reduced,completed,63,61,57
male,group B,master's degree,free/reduced,completed,84,83,85
male,group C,high school,standard,completed,78,78,78
female,group A,master's degree,standard,completed,74,77,85
male,group D,master's degree,free/reduced,none,67,57,57
male,group B,associate's degree,standard,completed,63,68,71
male,group D,associate's degree,standard,completed,79,83,83
female,group C,high school,free/reduced,none,56,64,61
male,group E,associate's degree,standard,none,87,74,75
male,group C,some college,standard,completed,75,64,68
female,group E,associate's degree,free/reduced,none,36,50,39
female,group B,some college,standard,none,64,77,77
male,group D,high school,free/reduced,none,60,61,57
male,group D,bachelor's degree,standard,none,74,56,62
female,group A,bachelor's degree,standard,completed,66,85,86
male,group B,some college,free/reduced,none,58,53,56
male,group B,high school,standard,none,47,41,38
female,group C,some college,free/reduced,none,34,49,53
female,group C,some college,free/reduced,none,73,68,70
female,group C,some high school,free/reduced,completed,60,75,74
female,group A,some college,free/reduced,completed,65,77,78
female,group C,associate's degree,standard,none,58,73,67
female,group C,master's degree,free/reduced,none,33,46,47
female,group B,some college,free/reduced,completed,40,49,51
male,group C,some college,standard,none,59,51,55
male,group D,some high school,free/reduced,none,70,56,52
male,group D,some college,free/reduced,completed,57,52,59
male,group B,some high school,free/reduced,completed,34,52,44
female,group E,some college,standard,none,90,92,92
male,group C,some college,standard,none,83,86,77
female,group D,some high school,standard,completed,82,80,85
female,group C,some college,standard,completed,79,96,99
male,group C,associate's degree,free/reduced,completed,49,55,60
male,group D,bachelor's degree,standard,none,82,73,70
male,group B,high school,standard,none,60,42,44
female,group D,some high school,standard,none,49,56,58
female,group C,some high school,standard,none,67,81,80
female,group A,some college,free/reduced,none,71,76,70
female,group A,bachelor's degree,free/reduced,none,51,58,61
male,group D,bachelor's degree,standard,completed,75,80,86
male,group C,associate's degree,free/reduced,none,32,37,28
male,group C,some high school,free/reduced,completed,73,71,69
male,group D,some high school,free/reduced,none,48,58,54
female,group B,some college,free/reduced,none,71,88,83
male,group B,associate's degree,standard,none,50,42,41
male,group D,some college,free/reduced,completed,67,72,71
female,group D,some high school,free/reduced,completed,58,77,75
female,group C,high school,standard,completed,71,77,82
male,group E,some college,standard,none,59,50,47
male,group C,high school,standard,none,90,83,74
male,group D,bachelor's degree,standard,completed,65,78,78
female,group D,some high school,free/reduced,none,49,61,60
male,group E,some high school,standard,none,74,54,54
male,group C,some college,free/reduced,completed,47,54,55
male,group D,high school,free/reduced,none,60,65,61
male,group D,associate's degree,standard,completed,74,64,66
female,group E,some college,free/reduced,completed,72,84,81
female,group D,some college,standard,none,84,91,89
male,group B,bachelor's degree,standard,completed,70,62,65
female,group D,associate's degree,free/reduced,completed,47,62,62
female,group D,some college,free/reduced,completed,57,74,72
male,group C,associate's degree,standard,completed,77,68,64
male,group D,some college,free/reduced,none,46,49,49
male,group D,associate's degree,standard,none,70,64,62
female,group D,some high school,standard,none,60,66,60
female,group B,high school,free/reduced,none,59,76,73
female,group C,associate's degree,standard,completed,68,78,76
female,group E,high school,free/reduced,none,76,87,83
male,group C,associate's degree,standard,completed,77,77,70
male,group C,master's degree,free/reduced,none,67,59,55
male,group A,some high school,standard,none,69,57,54
male,group D,associate's degree,standard,completed,89,82,84
male,group E,some college,standard,completed,78,76,76
male,group C,some high school,standard,completed,82,90,91
female,group B,some college,free/reduced,none,21,40,30
female,group D,associate's degree,standard,none,60,63,71
female,group D,high school,free/reduced,none,45,62,56
male,group E,high school,standard,none,61,49,35
female,group C,high school,free/reduced,none,64,69,65
female,group C,bachelor's degree,standard,none,62,79,68
female,group A,bachelor's degree,free/reduced,none,74,82,81
female,group E,some high school,standard,none,99,100,96
female,group A,some high school,standard,none,55,53,58
female,group B,associate's degree,free/reduced,completed,39,51,54
female,group E,associate's degree,free/reduced,none,62,66,68
male,group A,some college,free/reduced,completed,75,74,74
female,group C,high school,free/reduced,none,51,63,66
female,group C,bachelor's degree,free/reduced,none,59,69,68
female,group C,bachelor's degree,standard,none,89,100,100
female,group D,master's degree,free/reduced,none,81,86,88
female,group B,some college,standard,none,62,59,62
female,group D,associate's degree,free/reduced,none,42,52,57
male,group C,associate's degree,free/reduced,none,50,57,48
male,group B,high school,free/reduced,none,49,43,36
male,group E,some college,free/reduced,none,78,84,74
male,group D,some high school,standard,none,78,77,72
female,group B,associate's degree,standard,none,64,67,69
male,group C,some college,standard,none,89,93,84
male,group D,bachelor's degree,standard,none,85,74,79
male,group C,master's degree,standard,none,97,91,86
female,group D,bachelor's degree,free/reduced,none,54,65,67
female,group C,master's degree,standard,none,75,75,76
male,group B,some college,standard,completed,73,68,75
female,group C,bachelor's degree,standard,none,84,85,84
male,group B,some college,free/reduced,completed,55,46,46
female,group B,some college,standard,none,79,95,94
female,group D,high school,free/reduced,none,72,86,82
male,group A,some high school,standard,none,59,63,58
female,group B,master's degree,free/reduced,none,58,70,66
male,group A,some high school,standard,none,72,64,65
female,group D,master's degree,free/reduced,completed,58,77,82
male,group C,high school,standard,none,68,66,70
male,group D,high school,standard,completed,72,67,70
male,group C,some college,free/reduced,completed,57,49,54
female,group C,some high school,free/reduced,none,38,53,45
female,group B,bachelor's degree,standard,none,79,83,89
female,group C,master's degree,standard,none,65,75,76
female,group C,some college,standard,none,60,80,74
female,group C,some high school,standard,completed,64,75,76
male,group A,some college,standard,completed,87,88,82
female,group D,master's degree,standard,completed,92,89,97
female,group B,some college,standard,none,56,68,60
male,group B,high school,standard,completed,89,90,91
male,group E,some high school,free/reduced,none,86,71,70
female,group C,associate's degree,standard,none,73,73,78
male,group B,bachelor's degree,standard,completed,100,97,93
male,group E,some college,standard,none,87,68,66
male,group B,master's degree,standard,none,44,42,46
male,group C,some college,standard,none,61,51,48
male,group E,some college,standard,none,59,56,54
male,group C,some college,standard,none,47,44,41
female,group B,associate's degree,standard,none,71,88,81
female,group B,high school,standard,none,39,46,40
female,group C,bachelor's degree,standard,completed,88,95,95
female,group D,some high school,standard,completed,64,72,71
male,group C,master's degree,standard,completed,73,80,77
female,group A,some high school,standard,completed,72,78,86
female,group B,some college,free/reduced,none,49,55,50
male,group C,some high school,standard,completed,64,61,57
male,group B,some college,free/reduced,completed,51,59,56
male,group B,some college,free/reduced,none,69,60,67
male,group D,associate's degree,standard,none,91,76,79
male,group D,high school,standard,completed,40,50,47
female,group D,some college,standard,completed,71,88,93
female,group B,some high school,standard,none,56,58,62
female,group D,some high school,standard,completed,55,65,73
male,group E,associate's degree,free/reduced,none,66,66,59
female,group C,high school,free/reduced,completed,62,74,78
male,group C,associate's degree,standard,none,70,66,64
female,group C,high school,standard,completed,76,86,92
male,group C,bachelor's degree,standard,none,79,82,80
female,group D,associate's degree,free/reduced,none,58,70,72
male,group C,some high school,standard,none,54,50,45
male,group B,master's degree,free/reduced,completed,91,87,90
female,group D,some college,free/reduced,none,31,51,48
male,group B,some high school,free/reduced,none,49,45,41
female,group C,bachelor's degree,standard,completed,66,70,79
male,group B,high school,standard,none,69,54,57
male,group D,high school,free/reduced,none,66,75,64
male,group D,master's degree,standard,none,87,91,91
female,group D,associate's degree,free/reduced,none,45,61,59
female,group C,master's degree,free/reduced,none,57,59,55
female,group D,high school,standard,completed,81,94,89
male,group C,master's degree,standard,none,69,65,71
male,group C,high school,standard,none,60,60,54
female,group C,high school,standard,none,76,80,86
male,group D,some college,standard,completed,92,93,97
female,group D,high school,free/reduced,completed,44,61,62
female,group D,associate's degree,standard,none,89,96,97
female,group D,bachelor's degree,free/reduced,none,59,69,60
male,group C,associate's degree,standard,completed,70,81,82
female,group C,associate's degree,standard,completed,67,82,89
female,group D,some high school,standard,none,72,74,78
male,group A,associate's degree,standard,none,83,74,76
male,group D,bachelor's degree,standard,completed,75,77,79
male,group C,associate's degree,free/reduced,completed,83,88,86
female,group B,high school,standard,none,45,52,48
female,group C,some college,standard,completed,86,93,92
female,group B,some college,free/reduced,none,47,71,65
male,group D,some high school,standard,completed,59,52,58
female,group C,high school,standard,none,76,85,76
female,group C,some high school,free/reduced,none,46,64,61
male,group C,associate's degree,free/reduced,none,33,34,27
male,group D,some college,standard,none,69,65,67
male,group D,high school,free/reduced,completed,73,63,64
male,group D,high school,free/reduced,none,47,50,49
female,group B,some college,free/reduced,completed,36,59,61
male,group A,some high school,standard,none,74,55,54
female,group D,some college,free/reduced,none,37,45,46
male,group B,some high school,standard,none,56,59,47
female,group C,master's degree,standard,none,46,52,49
male,group B,associate's degree,standard,none,64,61,60
female,group B,high school,standard,none,68,80,77
male,group D,some college,standard,none,81,72,72
female,group A,some college,free/reduced,completed,56,63,59
female,group C,some high school,free/reduced,none,80,85,80
female,group C,some college,standard,none,66,74,67
female,group B,some high school,standard,none,70,68,61
male,group D,some high school,free/reduced,completed,59,52,49
male,group D,bachelor's degree,standard,none,100,94,91
male,group C,associate's degree,free/reduced,none,68,70,67
male,group C,some college,standard,none,64,60,63
male,group E,some high school,free/reduced,none,43,30,28
male,group E,some college,standard,none,91,79,77
female,group D,bachelor's degree,standard,none,80,95,92
female,group E,bachelor's degree,standard,completed,77,98,96
male,group A,bachelor's degree,free/reduced,none,59,50,45
female,group D,associate's degree,standard,none,58,66,66
male,group C,associate's degree,standard,completed,85,78,78
female,group D,high school,free/reduced,none,46,54,56
female,group A,master's degree,standard,none,79,85,86
male,group B,some college,standard,completed,88,81,86
female,group D,associate's degree,free/reduced,none,82,86,88
female,group D,master's degree,free/reduced,none,61,80,76
female,group C,bachelor's degree,free/reduced,none,71,85,83
